,POISSON PELAGIQUE,CEPHALOPODES,POISSON BLANC,COQUILLAGES,CRUSTACES,POISSON PELAGIQUE (2),CEPHALOPODES (2),POISSON BLANC (2),COQUILLAGES (2),CRUSTACES (2),ALGUES,ALGUES (2),MEDITERRANEE,CALA IRIS,FNIDEQ,AL HOCEIMA,JEBHA,M'DIQ,NADOR,RAS KEBDANA,SIDI H'SAINE,TANGER,ATLANTIQUE,AGADIR,AMEGRIOU,BOUJDOUR,CASABLANCA,DAKHLA,EL JADIDA,ESSAOUIRA,IMESSOUANE,IMI OUADDAR,JORF LASFAR,LAAYOUNE,LABOUIRDA,LACRAA (CAP 7),LAKRAA,LARACHE,LMHIRIZ,SAFI,SID ELGHAZI,SIDI IFNI,SOUIRIA KDIMA,TAGHAZOUT,TAN TAN,KSAR SGHIR,DAKHLA (STOCK C),LASSARGA,MOHAMMEDIA,NTIRIFT,Imoutlan,TARFAYA,ASILAH,MEHDIA,MARTIL,AGLOU,OUED LAOU,RKOUNTE,AINBIDA,CHMAALA,INOUAREN,TIFNIT,Sidi ABED,KAA ASRAS,TAFEDNA,TARGHA,Lahdida,AMTAR,BHIBEH,SALE,BELYOUNECH,TAROUMA
2024-09-01,2689817.0,4049206.0,1342798.0,327.0,327638.0,774976.0,55482.0,82317.0,45.0,6008.0,17527.0,50322.0,12023.0,196.0,74.0,2110.0,512.0,1489.0,3043.0,557.0,129.0,3084.0,924331.0,30128.0,990.0,45096.0,12062.0,94518.0,11047.0,16427.0,826.0,350.0,14528.0,133657.0,5258.0,5703.0,941.0,11326.0,2147.0,36359.0,1453.0,55723.0,1744.0,75.0,43011.0,201.0,339623.0,14100.0,6852.0,7288.0,1604.0,14427.0,59.0,12212.0,145.0,61.0,100.0,10.0,0.0,138.0,16.0,187.0,1921.0,98.0,285.0,28.0,693.0,46.0,367.0,162.0,19.0,511.0
2024-10-01,3185944.0,4128286.0,1501719.0,409.0,356943.0,921184.0,56784.0,97585.0,56.0,6631.0,20409.0,58493.0,12780.0,215.0,75.0,2185.0,544.0,1658.0,3310.0,587.0,129.0,3197.0,1089869.0,37051.0,990.0,60741.0,12547.0,120328.0,11798.0,19106.0,1262.0,350.0,17278.0,166626.0,5569.0,6259.0,1033.0,11849.0,2566.0,41098.0,1575.0,60507.0,1799.0,75.0,48729.0,225.0,392016.0,16540.0,7138.0,9440.0,1667.0,16212.0,60.0,12721.0,145.0,64.0,100.0,10.0,0.0,141.0,16.0,187.0,1951.0,101.0,301.0,33.0,750.0,50.0,367.0,164.0,25.0,511.0
2024-11-01,3552404.0,4260401.0,1694692.0,412.0,389623.0,1026701.0,58797.0,119550.0,57.0,7365.0,21186.0,60824.0,13461.0,223.0,76.0,2265.0,589.0,1776.0,3555.0,627.0,129.0,3330.0,1220194.0,41336.0,990.0,69434.0,13243.0,146472.0,13082.0,22091.0,1839.0,350.0,19381.0,176620.0,6029.0,6624.0,1171.0,12268.0,3175.0,46312.0,1681.0,62890.0,1906.0,82.0,54187.0,225.0,444953.0,17957.0,7688.0,10619.0,1779.0,17713.0,60.0,13145.0,145.0,68.0,100.0,10.0,0.0,142.0,16.0,189.0,2073.0,105.0,335.0,33.0,750.0,53.0,369.0,165.0,25.0,511.0
2024-12-01,3832872.0,4384861.0,1842556.0,970.0,424120.0,1116000.0,60893.0,128735.0,102.0,8126.0,22234.0,63276.0,14105.0,226.0,77.0,2385.0,618.0,1877.0,3762.0,654.0,129.0,3451.0,1321984.0,44850.0,990.0,75042.0,14132.0,164525.0,14252.0,25009.0,2068.0,353.0,20003.0,178934.0,6254.0,7197.0,1306.0,12989.0,3560.0,51113.0,1744.0,63361.0,1964.0,82.0,56355.0,226.0,498273.0,18353.0,8680.0,10696.0,1860.0,18259.0,60.0,14141.0,145.0,68.0,101.0,10.0,0.0,144.0,16.0,189.0,2482.0,106.0,376.0,63.0,750.0,55.0,369.0,167.0,25.0,511.0
2025-01-01,73584.0,1129586.0,185341.0,120.0,25131.0,8921.0,13266.0,7708.0,10.0,535.0,0.0,0.0,2047.0,96.0,40.0,585.0,105.0,247.0,491.0,61.0,38.0,166.0,28394.0,649.0,151.0,1369.0,1062.0,3161.0,584.0,1110.0,34.0,60.0,194.0,5546.0,964.0,744.0,0.0,898.0,240.0,2213.0,221.0,256.0,123.0,10.0,2947.0,2.0,0.0,1322.0,1023.0,807.0,381.0,1191.0,1.0,896.0,52.0,4.0,35.0,2.0,0.0,56.0,8.0,8.0,6.0,32.0,33.0,11.0,11.0,15.0,61.0,65.0,0.0,0.0
2025-02-01,179334.0,1691297.0,365713.0,348.0,56419.0,29565.0,19714.0,16878.0,33.0,1087.0,383.0,2070.0,3522.0,133.0,51.0,811.0,180.0,393.0,825.0,135.0,62.0,590.0,64139.0,3394.0,225.0,2205.0,3382.0,5723.0,1707.0,1912.0,71.0,113.0,236.0,10775.0,1348.0,1535.0,0.0,2251.0,316.0,4372.0,367.0,2372.0,225.0,15.0,6822.0,4.0,397.0,2398.0,2259.0,1275.0,488.0,5792.0,1.0,1591.0,100.0,7.0,64.0,3.0,0.0,69.0,14.0,12.0,8.0,37.0,59.0,32.0,24.0,17.0,83.0,105.0,0.0,194.0
2025-03-01,413804.0,2138545.0,564628.0,433.0,89521.0,80713.0,25073.0,28687.0,44.0,1578.0,781.0,3261.0,4648.0,152.0,54.0,995.0,232.0,579.0,1089.0,192.0,84.0,908.0,132228.0,8825.0,275.0,3124.0,4007.0,13553.0,1947.0,2462.0,113.0,150.0,283.0,22560.0,2096.0,2422.0,31.0,3473.0,594.0,7017.0,458.0,7174.0,275.0,19.0,17869.0,5.0,12889.0,3907.0,2466.0,2438.0,583.0,8568.0,1.0,1903.0,108.0,9.0,65.0,3.0,0.0,70.0,17.0,19.0,10.0,39.0,79.0,32.0,62.0,20.0,100.0,124.0,0.0,243.0
2025-04-01,634656.0,2189631.0,706447.0,447.0,125494.0,138631.0,25991.0,38510.0,46.0,2222.0,1292.0,4795.0,5456.0,156.0,54.0,1073.0,251.0,734.0,1245.0,205.0,84.0,1285.0,201235.0,10345.0,275.0,3640.0,4823.0,19337.0,2272.0,3638.0,154.0,152.0,339.0,32371.0,2103.0,2915.0,61.0,5018.0,729.0,11209.0,499.0,13089.0,313.0,19.0,31447.0,6.0,32314.0,3928.0,2882.0,3127.0,583.0,9889.0,9.0,2945.0,108.0,9.0,65.0,3.0,0.0,70.0,17.0,23.0,12.0,43.0,87.0,32.0,105.0,21.0,100.0,124.0,0.0,243.0
2025-05-01,1061077.0,2293925.0,884634.0,456.0,173810.0,237118.0,28041.0,51392.0,47.0,3104.0,1848.0,6464.0,7061.0,165.0,55.0,1186.0,268.0,1133.0,1498.0,231.0,86.0,2064.0,314489.0,15154.0,275.0,4543.0,6167.0,42637.0,2381.0,5517.0,286.0,157.0,521.0,39459.0,2430.0,3488.0,258.0,6468.0,864.0,16827.0,594.0,18363.0,348.0,19.0,39739.0,7.0,64964.0,4513.0,4613.0,5771.0,613.0,20139.0,35.0,6478.0,108.0,15.0,65.0,3.0,0.0,71.0,17.0,32.0,16.0,46.0,111.0,32.0,105.0,23.0,100.0,124.0,0.0,243.0
2025-06-01,1289738.0,2351034.0,961313.0,645.0,201203.0,300581.0,28956.0,55843.0,77.0,3580.0,2316.0,7451.0,8158.0,175.0,55.0,1269.0,321.0,1329.0,1699.0,279.0,86.0,2389.0,383195.0,16865.0,275.0,5528.0,7338.0,46413.0,2568.0,7052.0,405.0,158.0,949.0,58734.0,2453.0,3914.0,288.0,7628.0,865.0,22127.0,635.0,21026.0,369.0,19.0,44118.0,161.0,84303.0,4978.0,5595.0,7021.0,634.0,20546.0,38.0,9437.0,108.0,21.0,66.0,3.0,0.0,91.0,17.0,38.0,20.0,20.0,122.0,42.0,105.0,23.0,100.0,124.0,0.0,243.0
2025-07-01,1681166.0,3095349.0,1108073.0,896.0,235802.0,412542.0,36986.0,63064.0,117.0,4177.0,6880.0,21147.0,9624.0,225.0,69.0,1531.0,429.0,1578.0,2061.0,343.0,86.0,2651.0,514141.0,22741.0,693.0,12576.0,8135.0,57320.0,4346.0,8551.0,603.0,235.0,4045.0,90720.0,2860.0,4599.0,373.0,9129.0,1028.0,29264.0,812.0,21522.0,486.0,34.0,52075.0,161.0,125139.0,6120.0,6155.0,8727.0,826.0,21344.0,41.0,11596.0,141.0,32.0,85.0,5.0,0.0,117.0,22.0,82.0,580.0,20.0,158.0,48.0,194.0,29.0,214.0,174.0,0.0,397.0
2025-08-01,2114174.0,3629291.0,1293073.0,3835.0,272009.0,538865.0,43327.0,76680.0,560.0,4772.0,18467.0,55607.0,11426.0,249.0,74.0,1749.0,504.0,1837.0,2400.0,429.0,124.0,2827.0,671245.0,27828.0,777.0,24547.0,9137.0,65600.0,7440.0,10073.0,1005.0,299.0,11458.0,136433.0,3154.0,4969.0,570.0,10532.0,1351.0,36967.0,940.0,22125.0,923.0,47.0,60799.0,163.0,168905.0,7014.0,6372.0,11758.0,911.0,22877.0,48.0,12235.0,160.0,41.0,90.0,10.0,0.0,336.0,27.0,106.0,1493.0,158.0,193.0,208.0,991.0,62.0,283.0,200.0,1.0,454.0
2025-09-01,2513117.0,3846681.0,1451664.0,4146.0,318307.0,649464.0,46229.0,91291.0,599.0,5467.0,21692.0,65275.0,12571.0,270.0,76.0,1925.0,565.0,2095.0,2684.0,522.0,140.0,2927.0,802172.0,30200.0,967.0,34476.0,9753.0,75031.0,8219.0,11616.0,1282.0,327.0,14393.0,175694.0,3416.0,5217.0,703.0,11310.0,1639.0,43172.0,1022.0,22524.0,1360.0,50.0,70359.0,208.0,205057.0,8826.0,7232.0,14819.0,934.0,24283.0,49.0,13232.0,170.0,45.0,94.0,11.0,0.0,346.0,31.0,115.0,1760.0,166.0,211.0,228.0,1361.0,76.0,291.0,217.0,12.0,478.0
2025-10-01,2922029.0,3941271.0,1639236.0,5555.0,358789.0,757613.0,47469.0,110920.0,811.0,6221.0,25143.0,74172.0,13516.0,273.0,76.0,2025.0,607.0,2293.0,2890.0,558.0,140.0,3056.0,934661.0,34070.0,1029.0,46148.0,10733.0,93323.0,10411.0,14098.0,1736.0,364.0,17786.0,199727.0,4014.0,5417.0,844.0,11630.0,2105.0,47757.0,1132.0,25091.0,1877.0,50.0,81174.0,208.0,243667.0,10570.0,8875.0,15954.0,977.0,25215.0,49.0,13663.0,170.0,48.0,94.0,11.0,0.0,428.0,31.0,120.0,1818.0,259.0,240.0,264.0,1361.0,95.0,291.0,217.0,15.0,478.0
2025-11-01,3239697.0,4040581.0,1823737.0,6424.0,389601.0,836341.0,48785.0,129089.0,943.0,6912.0,26278.0,76800.0,14346.0,274.0,77.0,2151.0,643.0,2447.0,3092.0,564.0,140.0,3211.0,1034001.0,36939.0,1092.0,61048.0,11846.0,108631.0,11520.0,16074.0,1867.0,364.0,19893.0,207500.0,5121.0,5699.0,944.0,12012.0,2659.0,52001.0,1173.0,26163.0,1918.0,50.0,84291.0,208.0,280275.0,11905.0,9750.0,17185.0,1026.0,25596.0,49.0,14215.0,170.0,48.0,97.0,11.0,0.0,488.0,31.0,120.0,1818.0,308.0,249.0,282.0,1361.0,112.0,291.0,217.0,15.0,478.0
2025-12-01,3521537.0,4116916.0,1967881.0,6563.0,419955.0,909750.0,49876.0,137569.0,956.0,7640.0,27010.0,78997.0,15069.0,278.0,78.0,2270.0,672.0,2610.0,3273.0,566.0,140.0,3416.0,1117732.0,39002.0,1092.0,67236.0,13240.0,117017.0,12060.0,16988.0,1902.0,380.0,20156.0,209954.0,5371.0,6310.0,1018.0,12663.0,2878.0,54801.0,1203.0,26427.0,1928.0,50.0,93063.0,209.0,326284.0,12399.0,9953.0,17521.0,1073.0,26101.0,50.0,14404.0,170.0,48.0,97.0,11.0,0.0,496.0,31.0,120.0,1818.0,312.0,250.0,282.0,1361.0,120.0,291.0,217.0,15.0,478.0
2026-01-01,44254.0,1276829.0,137292.0,35.0,22841.0,3854.0,13946.0,5153.0,5.0,497.0,695.0,1862.0,1437.0,33.0,33.0,268.0,45.0,238.0,322.0,56.0,32.0,251.0,22713.0,494.0,128.0,1241.0,1023.0,1857.0,591.0,354.0,16.0,64.0,22.0,4207.0,1646.0,1303.0,0.0,881.0,122.0,150.0,198.0,89.0,52.0,10.0,2298.0,3.0,0.0,2210.0,93.0,1592.0,364.0,983.0,2.0,650.0,52.0,2.0,30.0,1.0,0.0,30.0,7.0,10.0,0.0,23.0,16.0,9.0,2.0,5.0,16.0,0.0,0.0,6.0
2026-02-01,130373.0,1822170.0,349153.0,186.0,56489.0,18462.0,20284.0,14552.0,19.0,1059.0,777.0,2127.0,2926.0,65.0,39.0,550.0,73.0,459.0,592.0,117.0,59.0,760.0,52227.0,2707.0,228.0,1838.0,1644.0,5168.0,974.0,1051.0,44.0,120.0,88.0,11916.0,2141.0,1754.0,8.0,1727.0,323.0,2300.0,326.0,503.0,105.0,16.0,6938.0,5.0,137.0,3598.0,397.0,2645.0,513.0,2004.0,2.0,875.0,65.0,3.0,32.0,1.0,0.0,35.0,14.0,16.0,0.0,27.0,30.0,23.0,13.0,7.0,16.0,0.0,0.0,13.0
2026-03-01,237092.0,2300067.0,478419.0,191.0,94592.0,41237.0,25841.0,20167.0,19.0,1718.0,913.0,2468.0,4460.0,86.0,43.0,816.0,99.0,587.0,827.0,183.0,92.0,1479.0,85435.0,5701.0,246.0,2029.0,2562.0,5763.0,1320.0,1778.0,67.0,156.0,155.0,15193.0,2787.0,2004.0,24.0,3083.0,615.0,4666.0,362.0,4775.0,144.0,23.0,8919.0,9.0,8669.0,4770.0,737.0,4085.0,786.0,2481.0,4.0,1254.0,72.0,4.0,33.0,1.0,0.0,40.0,24.0,31.0,25.0,32.0,48.0,24.0,39.0,7.0,30.0,0.0,0.0,15.0
2026-04-01,644199.0,2397325.0,668994.0,241.0,138828.0,135436.0,27118.0,28993.0,26.0,2498.0,1759.0,4462.0,6053.0,88.0,44.0,917.0,111.0,684.0,1053.0,231.0,92.0,2583.0,189775.0,8193.0,496.0,2910.0,7482.0,7680.0,2282.0,4572.0,128.0,156.0,299.0,35073.0,3010.0,2347.0,167.0,5640.0,761.0,8756.0,451.0,13308.0,183.0,23.0,25435.0,9.0,30254.0,5611.0,1315.0,5064.0,820.0,14691.0,9.0,2322.0,72.0,4.0,33.0,1.0,0.0,40.0,24.0,37.0,28.0,32.0,70.0,24.0,40.0,7.0,30.0,0.0,0.0,15.0
2026-05-01,867721.0,2594568.0,753940.0,271.0,174601.0,195241.0,30837.0,33115.0,30.0,3137.0,2057.0,5357.0,7340.0,89.0,44.0,996.0,134.0,791.0,1256.0,256.0,93.0,3430.0,257078.0,9511.0,559.0,3519.0,10734.0,8819.0,2718.0,7146.0,175.0,156.0,547.0,42555.0,3472.0,2820.0,350.0,8583.0,1516.0,11243.0,480.0,17881.0,275.0,23.0,30562.0,9.0,51318.0,6406.0,2396.0,6572.0,1019.0,22347.0,19.0,2974.0,72.0,4.0,33.0,1.0,0.0,41.0,24.0,45.0,32.0,33.0,77.0,24.0,41.0,7.0,30.0,0.0,0.0,15.0
